Announced/Allocated,Obligated,State,Date
$0.00,$0.00,KS,31-Aug-24
$5404.30,$5404.30,NH,31-Aug-24
$0.00,$0.00,MT,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,NV,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,ID,31-Aug-24
$0.00,$0.00,ID,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,USVI,31-Aug-24
$0.00,$0.00,PR,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,GA,31-Aug-24
$0.00,$0.00,PR,31-Aug-24
$0.00,$0.00,USVI,31-Aug-24
$0.00,$0.00,WI,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,SC,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,OH,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,HI,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,MA,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,MD,31-Aug-24
$0.00,$0.00,MD,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,MI,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,WI,31-Aug-24
$0.00,$0.00,NC,31-Aug-24
$0.00,$0.00,SC,31-Aug-24
$0.00,$0.00,CNMI,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,GA,31-Aug-24
$0.00,$0.00,VA,31-Aug-24
$0.00,$0.00,WI,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,CNMI,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,PA,31-Aug-24
$0.00,$0.00,CT,31-Aug-24
$0.00,$0.00,VA,31-Aug-24
$0.00,$0.00,NC,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,NE,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$0.00,$0.00,OH,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,AR,31-Aug-24
$0.00,$0.00,MN,31-Aug-24
$0.00,$0.00,ID,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,OH,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,WI,31-Aug-24
$0.00,$0.00,IL,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,SC,31-Aug-24
$0.00,$0.00,NC,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,PR,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,WI,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,SC,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,SC,31-Aug-24
$0.00,$0.00,NC,31-Aug-24
$0.00,$0.00,AR,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,MI,31-Aug-24
$0.00,$0.00,UT,31-Aug-24
$0.00,$0.00,HI,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,DE,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,NC,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,NJ,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,UT,31-Aug-24
$0.00,$0.00,GA,31-Aug-24
$0.00,$0.00,CT,31-Aug-24
$0.00,$0.00,CO,31-Aug-24
$0.00,$0.00,MD,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,NC,31-Aug-24
$0.00,$0.00,ID,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,NJ,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,GA,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,VA,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,HI,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,MI,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,LA,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,NJ,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,NE,31-Aug-24
$0.00,$0.00,NC,31-Aug-24
$0.00,$0.00,PA,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,AZ,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,MT,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,DE,31-Aug-24
$0.00,$0.00,CT,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,AR,31-Aug-24
$0.00,$0.00,CO,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,HI,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,NE,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,VA,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,PR,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,MA,31-Aug-24
$0.00,$0.00,NM,31-Aug-24
$0.00,$0.00,RI,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,MT,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,MN,31-Aug-24
$0.00,$0.00,MN,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,NE,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,MN,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,AS,31-Aug-24
$0.00,$0.00,PR,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,VA,31-Aug-24
$0.00,$0.00,IL,31-Aug-24
$0.00,$0.00,SC,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,AZ,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,GA,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,AR,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,AR,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,IN,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,NV,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,GU,31-Aug-24
$0.00,$0.00,CNMI,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,MN,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,HI,31-Aug-24
$0.00,$0.00,NJ,31-Aug-24
$0.00,$0.00,MT,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,IL,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,CO,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,GA,31-Aug-24
$0.00,$0.00,WY,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,MT,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,AR,31-Aug-24
$0.00,$0.00,IL,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,UT,31-Aug-24
$0.00,$0.00,RI,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,MI,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,ND,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,RI,31-Aug-24
$0.00,$0.00,RI,31-Aug-24
$0.00,$0.00,AK,31-Aug-24
$0.00,$0.00,OR,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,WA,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,OH,31-Aug-24
$0.00,$0.00,NE,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$0.00,$0.00,MA,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$0.00,$0.00,ME,31-Aug-24
$0.00,$0.00,NE,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$0.00,$0.00,AR,31-Aug-24
$0.00,$0.00,ID,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,TN,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,NM,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$0.00,$0.00,MN,31-Aug-24
$0.00,$0.00,TX,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,MT,31-Aug-24
$0.00,$0.00,OK,31-Aug-24
$0.00,$0.00,MO,31-Aug-24
$0.00,$0.00,KY,31-Aug-24
$0.00,$0.00,PR,31-Aug-24
$0.00,$0.00,FL,31-Aug-24
$0.00,$0.00,SD,31-Aug-24
$0.00,$0.00,NE,31-Aug-24
$0.00,$0.00,NM,31-Aug-24
$0.00,$0.00,VT,31-Aug-24
$0.00,$0.00,KS,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$0.00,$0.00,MT,31-Aug-24
$0.00,$0.00,NY,31-Aug-24
$618677.98,$618677.98,GA,31-Aug-24
$3110643.74,$3110643.74,MS,31-Aug-24
$3359001.01,$3359001.01,GA,31-Aug-24
$5800.00,$5800.00,OK,31-Aug-24
$3479508.14,$3479508.14,LA,31-Aug-24
$14611947.46,$14611947.46,MO,31-Aug-24
$3761609.60,$3761609.60,AR,31-Aug-24
$5049418.35,$5049418.35,MI,31-Aug-24
$2640092.89,$2640092.89,WV,31-Aug-24
$2816298427.05,$2816298427.05,TX,31-Aug-24
$101832002.07,$101832002.07,USVI,31-Aug-24
$22542176.86,$22542176.86,PR,31-Aug-24
$1168874021.11,$1168874021.11,FL,31-Aug-24
$12998126.38,$12998126.38,GA,31-Aug-24
$2329105430.72,$2329105430.72,PR,31-Aug-24
$102886291.54,$102886291.54,USVI,31-Aug-24
$59249.93,$59249.93,FL,31-Aug-24
$54813062.55,$54813062.55,CA,31-Aug-24
$394419.50,$394419.50,LA,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$7338337.84,$7338337.84,CA,31-Aug-24
$24266894.70,$24266894.70,AS,31-Aug-24
$0.00,$0.00,WV,31-Aug-24
$384.20,$384.20,OH,31-Aug-24
$788725.10,$788725.10,AL,31-Aug-24
$3739729.22,$3739729.22,IN,31-Aug-24
$692533.65,$692533.65,NC,31-Aug-24
$2199364.38,$2199364.38,HI,31-Aug-24
$16387917.84,$16387917.84,HI,31-Aug-24
$30163225.90,$30163225.90,TX,31-Aug-24
$0.00,$0.00,MA,31-Aug-24
$10028678.02,$10028678.02,CA,31-Aug-24
$250794823.17,$250794823.17,NC,31-Aug-24
$57625969.31,$57625969.31,SC,31-Aug-24
$275795.00,$275795.00,HI,31-Aug-24
$1646886.70,$1646886.70,CNMI,31-Aug-24
$2556698.83,$2556698.83,GU,31-Aug-24
$318194870.96,$318194870.96,FL,31-Aug-24
$12826413.17,$12826413.17,GA,31-Aug-24
$9587559.21,$9587559.21,WI,31-Aug-24
$345117318.21,$345117318.21,CNMI,31-Aug-24
$0.00,$0.00,AL,31-Aug-24
$237379375.83,$237379375.83,CA,31-Aug-24
$28098637.54,$28098637.54,AK,31-Aug-24
$1187850.22,$1187850.22,AL,31-Aug-24
$28329291.02,$28329291.02,NE,31-Aug-24
$17332959.26,$17332959.26,IA,31-Aug-24
$806.72,$806.72,OH,31-Aug-24
$6634.00,$6634.00,KY,31-Aug-24
$1628362.09,$1628362.09,MS,31-Aug-24
$18037914.62,$18037914.62,OK,31-Aug-24
$2535842.60,$2535842.60,SD,31-Aug-24
$8718434.07,$8718434.07,AR,31-Aug-24
$0.00,$0.00,MN,31-Aug-24
$392.45,$392.45,VT,31-Aug-24
$5251298.28,$5251298.28,OH,31-Aug-24
$8943252.23,$8943252.23,MO,31-Aug-24
$13536451.99,$13536451.99,TX,31-Aug-24
$527507.70,$527507.70,LA,31-Aug-24
$0.00,$0.00,IL,31-Aug-24
$4733055.04,$4733055.04,SC,31-Aug-24
$1095282.21,$1095282.21,NC,31-Aug-24
$74272449.87,$74272449.87,TX,31-Aug-24
$30844320.08,$30844320.08,FL,31-Aug-24
$4826951.43,$4826951.43,SD,31-Aug-24
$97093560.76,$97093560.76,PR,31-Aug-24
$3480266.00,$3480266.00,TN,31-Aug-24
$2339080.82,$2339080.82,OR,31-Aug-24
$7028500.03,$7028500.03,MS,31-Aug-24
$1867774.98,$1867774.98,TN,31-Aug-24
$5440423.88,$5440423.88,SC,31-Aug-24
$30578493.80,$30578493.80,MI,31-Aug-24
$1089117.73,$1089117.73,UT,31-Aug-24
$-38.75,$-38.75,AR,31-Aug-24
$10713441.99,$10713441.99,IA,31-Aug-24
$37673126.03,$37673126.03,CA,31-Aug-24
$457341200.42,$457341200.42,LA,31-Aug-24
$1652894.64,$1652894.64,PR,31-Aug-24
$89976023.96,$89976023.96,OR,31-Aug-24
$93695097.48,$93695097.48,AL,31-Aug-24
$40237391.67,$40237391.67,FL,31-Aug-24
$25.84,$25.84,DE,31-Aug-24
$25.83,$25.83,NC,31-Aug-24
$12967066.17,$12967066.17,CA,31-Aug-24
$61069437.22,$61069437.22,LA,31-Aug-24
$473633.39,$473633.39,PR,31-Aug-24
$1024975.06,$1024975.06,TX,31-Aug-24
$29280263.30,$29280263.30,AL,31-Aug-24
$23588646.75,$23588646.75,MS,31-Aug-24
$17233317.28,$17233317.28,LA,31-Aug-24
$13171.79,$13171.79,CT,31-Aug-24
$25.84,$25.84,MD,31-Aug-24
$226241494.50,$226241494.50,TX,31-Aug-24
$3341599.43,$3341599.43,OK,31-Aug-24
$9775943.15,$9775943.15,LA,31-Aug-24
$10331163.08,$10331163.08,KY,31-Aug-24
$2477230.71,$2477230.71,AL,31-Aug-24
$2131861.15,$2131861.15,TN,31-Aug-24
$3380357.71,$3380357.71,WV,31-Aug-24
$13945302.44,$13945302.44,LA,31-Aug-24
$215917043.10,$215917043.10,MI,31-Aug-24
$8793953.19,$8793953.19,TN,31-Aug-24
$19371299.73,$19371299.73,CA,31-Aug-24
$2184664232.71,$2184664232.71,LA,31-Aug-24
$271228750.75,$271228750.75,NJ,31-Aug-24
$226223182.01,$226223182.01,NY,31-Aug-24
$5504694.39,$5504694.39,NC,31-Aug-24
$131323852.65,$131323852.65,PA,31-Aug-24
$225500.54,$225500.54,CA,31-Aug-24
$10749372.36,$10749372.36,MS,31-Aug-24
$9061849.53,$9061849.53,CT,31-Aug-24
$48479870.84,$48479870.84,KY,31-Aug-24
$2134169.99,$2134169.99,AL,31-Aug-24
$959174.79,$959174.79,AR,31-Aug-24
$3034723.51,$3034723.51,CO,31-Aug-24
$8384990.61,$8384990.61,WA,31-Aug-24
$3092660.67,$3092660.67,TN,31-Aug-24
$665.73,$665.73,KY,31-Aug-24
$2670508.58,$2670508.58,PR,31-Aug-24
$37414433.69,$37414433.69,NM,31-Aug-24
$5687889.02,$5687889.02,MT,31-Aug-24
$8816302.35,$8816302.35,OK,31-Aug-24
$157623044.22,$157623044.22,KY,31-Aug-24
$54642065.50,$54642065.50,MO,31-Aug-24
$1051099.86,$1051099.86,AZ,31-Aug-24
$635476472.51,$635476472.51,PR,31-Aug-24
$5825951.52,$5825951.52,AK,31-Aug-24
$1555706993.55,$1555706993.55,FL,31-Aug-24
$37034.87,$37034.87,FL,31-Aug-24
$29962153.67,$29962153.67,IL,31-Aug-24
$3416971.42,$3416971.42,SC,31-Aug-24
$7313759.90,$7313759.90,FL,31-Aug-24
$84171633.73,$84171633.73,CA,31-Aug-24
$11724568.28,$11724568.28,AL,31-Aug-24
$8105950.73,$8105950.73,GA,31-Aug-24
$80532.46,$80532.46,NY,31-Aug-24
$55043632.27,$55043632.27,MS,31-Aug-24
$22554654.12,$22554654.12,AR,31-Aug-24
$63949250.54,$63949250.54,CA,31-Aug-24
$5340928.47,$5340928.47,TN,31-Aug-24
$3204186.32,$3204186.32,IN,31-Aug-24
$5296693.74,$5296693.74,OK,31-Aug-24
$2179637.08,$2179637.08,CA,31-Aug-24
$37270249.85,$37270249.85,FL,31-Aug-24
$91909233.08,$91909233.08,GU,31-Aug-24
$3052.47,$3052.47,CNMI,31-Aug-24
$40252300.91,$40252300.91,VT,31-Aug-24
$420929914.08,$420929914.08,HI,31-Aug-24
$4152351.88,$4152351.88,MS,31-Aug-24
$333467031.39,$333467031.39,IL,31-Aug-24
$3886493.75,$3886493.75,AK,31-Aug-24
$119826930.27,$119826930.27,FL,31-Aug-24
$5598869.45,$5598869.45,GA,31-Aug-24
$62932082.20,$62932082.20,IL,31-Aug-24
$8216187.70,$8216187.70,TN,31-Aug-24
$3734992.00,$3734992.00,RI,31-Aug-24
$8720186.60,$8720186.60,ME,31-Aug-24
$6166721.62,$6166721.62,WV,31-Aug-24
$437146968.29,$437146968.29,MI,31-Aug-24
$37129971.75,$37129971.75,CA,31-Aug-24
$3645817.00,$3645817.00,WA,31-Aug-24
$199395.00,$199395.00,AK,31-Aug-24
$6580839.96,$6580839.96,ME,31-Aug-24
$7247643.00,$7247643.00,RI,31-Aug-24
$14509301.00,$14509301.00,RI,31-Aug-24
$15667485.48,$15667485.48,OK,31-Aug-24
$4581645.52,$4581645.52,OH,31-Aug-24
$1452698.22,$1452698.22,NE,31-Aug-24
$3469643.22,$3469643.22,IA,31-Aug-24
$8823502.00,$8823502.00,MA,31-Aug-24
$492153338.68,$492153338.68,TX,31-Aug-24
$5477050.00,$5477050.00,KY,31-Aug-24
$9878880.00,$9878880.00,WV,31-Aug-24
$15806223.57,$15806223.57,IA,31-Aug-24
$4382664.00,$4382664.00,WV,31-Aug-24
$17410118.54,$17410118.54,AR,31-Aug-24
$36246136.00,$36246136.00,MS,31-Aug-24
$3215000.00,$3215000.00,OK,31-Aug-24
$14317285.00,$14317285.00,FL,31-Aug-24
$23932514.44,$23932514.44,NM,31-Aug-24
$178392528.22,$178392528.22,IA,31-Aug-24
$9135000.00,$9135000.00,MN,31-Aug-24
$849576748.72,$849576748.72,TX,31-Aug-24
$3790617.08,$3790617.08,MO,31-Aug-24
$4100000.00,$4100000.00,KY,31-Aug-24
$45272519.53,$45272519.53,FL,31-Aug-24
$7180340.00,$7180340.00,SD,31-Aug-24
$4330000.00,$4330000.00,VT,31-Aug-24
$2461821.09,$2461821.09,GA,31-Aug-24
$1818454.58,$1818454.58,MS,31-Aug-24
$293370.04,$293370.04,OR,31-Aug-24
$3865833.91,$3865833.91,GA,31-Aug-24
$1447192.80,$1447192.80,SD,31-Aug-24
$12222797.43,$12222797.43,OK,31-Aug-24
$47212.40,$47212.40,LA,31-Aug-24
$17179449.35,$17179449.35,CA,31-Aug-24
$2188022.55,$2188022.55,NV,31-Aug-24
$1331667.15,$1331667.15,KS,31-Aug-24
$7355359.99,$7355359.99,CA,31-Aug-24
$87335.32,$87335.32,WY,31-Aug-24
$1746450.16,$1746450.16,NV,31-Aug-24
$95924220.98,$95924220.98,CA,31-Aug-24
$6154200.00,$6154200.00,WA,31-Aug-24
$1118109.00,$1118109.00,ID,31-Aug-24
$513765.94,$513765.94,UT,31-Aug-24
$1650.00,$1650.00,CA,31-Aug-24
$1695975.00,$1695975.00,ID,31-Aug-24
$400357.83,$400357.83,MS,31-Aug-24
$8428043.20,$8428043.20,OK,31-Aug-24
$176414.25,$176414.25,NH,31-Aug-24
$17801245.73,$17801245.73,MO,31-Aug-24
$3855474.24,$3855474.24,AR,31-Aug-24
$5106912.05,$5106912.05,KS,31-Aug-24
$2184487.77,$2184487.77,TN,31-Aug-24
$104243.30,$104243.30,NE,31-Aug-24
$511159.15,$511159.15,NY,31-Aug-24
$563589.34,$563589.34,ND,31-Aug-24
$591792.36,$591792.36,OK,31-Aug-24
$1766204.25,$1766204.25,NE,31-Aug-24
$463702.36,$463702.36,MI,31-Aug-24
$750369.99,$750369.99,WY,31-Aug-24
$232980.47,$232980.47,OR,31-Aug-24
$51048.32,$51048.32,NH,31-Aug-24
$1459882.57,$1459882.57,VT,31-Aug-24
$2474034.93,$2474034.93,WV,31-Aug-24
$460793955.70,$460793955.70,TX,31-Aug-24
$382722.84,$382722.84,ID,31-Aug-24
$1270811.62,$1270811.62,IA,31-Aug-24
$29244881.39,$29244881.39,USVI,31-Aug-24
$4175664.16,$4175664.16,PR,31-Aug-24
$372792786.07,$372792786.07,FL,31-Aug-24
$15805767.83,$15805767.83,GA,31-Aug-24
$445688092.65,$445688092.65,PR,31-Aug-24
$170136200.34,$170136200.34,USVI,31-Aug-24
$130500.00,$130500.00,FL,31-Aug-24
$432383.22,$432383.22,ID,31-Aug-24
$1641365.75,$1641365.75,WI,31-Aug-24
$165153698.33,$165153698.33,CA,31-Aug-24
$265140.44,$265140.44,LA,31-Aug-24
$3600906.57,$3600906.57,SC,31-Aug-24
$659657.01,$659657.01,KS,31-Aug-24
$2855083.31,$2855083.31,NY,31-Aug-24
$1992228.02,$1992228.02,AL,31-Aug-24
$237929.11,$237929.11,MS,31-Aug-24
