Announced/Allocated,Obligated,State,Date
$775712.75,$775712.75,AK,31-Aug-24
$33156592.97,$33156592.97,CA,31-Aug-24
$8512.90,$8512.90,ME,31-Aug-24
$447348.92,$447348.92,NH,31-Aug-24
$76252.74,$76252.74,VT,31-Aug-24
$4070334.78,$4070334.78,AS,31-Aug-24
$7695157.74,$7695157.74,KY,31-Aug-24
$2813086.31,$2813086.31,WV,31-Aug-24
$14015352.33,$14015352.33,OH,31-Aug-24
$4802840.95,$4802840.95,KY,31-Aug-24
$5460630.17,$5460630.17,AL,31-Aug-24
$2558898.30,$2558898.30,IN,31-Aug-24
$26462.05,$26462.05,NC,31-Aug-24
$3211553.96,$3211553.96,HI,31-Aug-24
$7629533.87,$7629533.87,HI,31-Aug-24
$732672.87,$732672.87,ME,31-Aug-24
$5241225.52,$5241225.52,NJ,31-Aug-24
$340815.07,$340815.07,AK,31-Aug-24
$0.00,$0.00,NH,31-Aug-24
$30018.87,$30018.87,NH,31-Aug-24
$1843609.60,$1843609.60,MA,31-Aug-24
$724724.53,$724724.53,OK,31-Aug-24
$367069.75,$367069.75,MD,31-Aug-24
$229105.89,$229105.89,NE,31-Aug-24
$569600.00,$569600.00,MD,31-Aug-24
$3081940.59,$3081940.59,TX,31-Aug-24
$162949.00,$162949.00,WV,31-Aug-24
$1820853.08,$1820853.08,MA,31-Aug-24
$30845.37,$30845.37,VT,31-Aug-24
$3850824.06,$3850824.06,MI,31-Aug-24
$23505095.12,$23505095.12,CA,31-Aug-24
$2075487.31,$2075487.31,WI,31-Aug-24
$0.00,$0.00,CT,31-Aug-24
$3840452.46,$3840452.46,IA,31-Aug-24
$36485.29,$36485.29,NE,31-Aug-24
$53783.50,$53783.50,MT,31-Aug-24
$3610529.06,$3610529.06,MN,31-Aug-24
$821332.90,$821332.90,IA,31-Aug-24
$109120328.45,$109120328.45,NC,31-Aug-24
$14759652.21,$14759652.21,SC,31-Aug-24
$3679574.00,$3679574.00,HI,31-Aug-24
$361481.10,$361481.10,CNMI,31-Aug-24
$3105664.25,$3105664.25,NY,31-Aug-24
$1333445.43,$1333445.43,GU,31-Aug-24
$123921007.94,$123921007.94,FL,31-Aug-24
$34636000.19,$34636000.19,GA,31-Aug-24
$5163954.59,$5163954.59,VA,31-Aug-24
$10780712.54,$10780712.54,WI,31-Aug-24
$602356.25,$602356.25,KS,31-Aug-24
$15494247.41,$15494247.41,CNMI,31-Aug-24
$6957.72,$6957.72,MT,31-Aug-24
$955070.68,$955070.68,AL,31-Aug-24
$143506682.08,$143506682.08,CA,31-Aug-24
$9393287.74,$9393287.74,PA,31-Aug-24
$506131.00,$506131.00,CT,31-Aug-24
$3679986.29,$3679986.29,VA,31-Aug-24
$3113457.30,$3113457.30,NC,31-Aug-24
$13756961.95,$13756961.95,AK,31-Aug-24
$1252417.77,$1252417.77,MN,31-Aug-24
$1103526.29,$1103526.29,MS,31-Aug-24
$5763524.81,$5763524.81,TX,31-Aug-24
$132475.14,$132475.14,KS,31-Aug-24
$1496076.00,$1496076.00,WA,31-Aug-24
$594901.40,$594901.40,AL,31-Aug-24
$40108245.70,$40108245.70,NE,31-Aug-24
$37362988.80,$37362988.80,IA,31-Aug-24
$0.00,$0.00,CA,31-Aug-24
$40833.00,$40833.00,CA,31-Aug-24
$9186081.86,$9186081.86,OH,31-Aug-24
$206208.00,$206208.00,CA,31-Aug-24
$706817.25,$706817.25,AL,31-Aug-24
$3032012.50,$3032012.50,TN,31-Aug-24
$6947160.64,$6947160.64,KY,31-Aug-24
$4201052.78,$4201052.78,MS,31-Aug-24
$3438327.83,$3438327.83,CA,31-Aug-24
$4725814.96,$4725814.96,OR,31-Aug-24
$146376.80,$146376.80,GU,31-Aug-24
$5392590.94,$5392590.94,CA,31-Aug-24
$7132699.78,$7132699.78,MO,31-Aug-24
$139036.79,$139036.79,MT,31-Aug-24
$9615109.85,$9615109.85,OK,31-Aug-24
$2087917.00,$2087917.00,LA,31-Aug-24
$9728561.63,$9728561.63,SD,31-Aug-24
$7399827.03,$7399827.03,AR,31-Aug-24
$8578095.45,$8578095.45,MN,31-Aug-24
$587428.76,$587428.76,ID,31-Aug-24
$1556456.10,$1556456.10,ND,31-Aug-24
$970946.18,$970946.18,VT,31-Aug-24
$3068182.45,$3068182.45,OH,31-Aug-24
$3305696.35,$3305696.35,KS,31-Aug-24
$0.00,$0.00,MS,31-Aug-24
$28927550.15,$28927550.15,MO,31-Aug-24
$577546.00,$577546.00,OR,31-Aug-24
$449999.98,$449999.98,OK,31-Aug-24
$586757.24,$586757.24,TX,31-Aug-24
$363002.48,$363002.48,WV,31-Aug-24
$26879.84,$26879.84,NH,31-Aug-24
$824869.00,$824869.00,LA,31-Aug-24
$3223419.90,$3223419.90,WI,31-Aug-24
$840380.09,$840380.09,AR,31-Aug-24
$5095861.63,$5095861.63,IL,31-Aug-24
$449777.36,$449777.36,LA,31-Aug-24
$1598516.30,$1598516.30,SD,31-Aug-24
$4103320.54,$4103320.54,SC,31-Aug-24
$10791584.75,$10791584.75,NC,31-Aug-24
$5149544.74,$5149544.74,TX,31-Aug-24
$195090.53,$195090.53,SD,31-Aug-24
$9747147.80,$9747147.80,FL,31-Aug-24
$3267928.21,$3267928.21,SD,31-Aug-24
$480370.72,$480370.72,MS,31-Aug-24
$297701.39,$297701.39,TN,31-Aug-24
$7622908.06,$7622908.06,NY,31-Aug-24
$32197417.09,$32197417.09,PR,31-Aug-24
$1435748.70,$1435748.70,VT,31-Aug-24
$2566394.80,$2566394.80,ND,31-Aug-24
$1744489.69,$1744489.69,TN,31-Aug-24
$922425.97,$922425.97,WI,31-Aug-24
$420026.40,$420026.40,MS,31-Aug-24
$1177456.83,$1177456.83,SC,31-Aug-24
$2818297.00,$2818297.00,OR,31-Aug-24
$2000699.60,$2000699.60,MS,31-Aug-24
$1762783.73,$1762783.73,MS,31-Aug-24
$6215342.09,$6215342.09,WA,31-Aug-24
$11526912.48,$11526912.48,KY,31-Aug-24
$3208183.60,$3208183.60,TN,31-Aug-24
$3033797.43,$3033797.43,SC,31-Aug-24
$2728490.86,$2728490.86,NC,31-Aug-24
$727715.55,$727715.55,AR,31-Aug-24
$354893.50,$354893.50,AL,31-Aug-24
$7390714.06,$7390714.06,MI,31-Aug-24
$856266.70,$856266.70,UT,31-Aug-24
$89625.70,$89625.70,HI,31-Aug-24
$121610.23,$121610.23,TN,31-Aug-24
$455796.57,$455796.57,MS,31-Aug-24
$1823753.77,$1823753.77,MO,31-Aug-24
$1642978.92,$1642978.92,ND,31-Aug-24
$901570.81,$901570.81,AL,31-Aug-24
$309545.00,$309545.00,AL,31-Aug-24
$457024.76,$457024.76,AR,31-Aug-24
$44946996.25,$44946996.25,IA,31-Aug-24
$44120292.81,$44120292.81,CA,31-Aug-24
$92284998.61,$92284998.61,LA,31-Aug-24
$42000.00,$42000.00,PR,31-Aug-24
$40834865.04,$40834865.04,OR,31-Aug-24
$8765996.62,$8765996.62,AL,31-Aug-24
$36696985.37,$36696985.37,FL,31-Aug-24
$475704.65,$475704.65,ND,31-Aug-24
$734508.49,$734508.49,DE,31-Aug-24
$11324502.48,$11324502.48,NY,31-Aug-24
$1981951.80,$1981951.80,NC,31-Aug-24
$33655435.01,$33655435.01,CA,31-Aug-24
$5788941.96,$5788941.96,LA,31-Aug-24
$4423711.65,$4423711.65,TX,31-Aug-24
$1200661.50,$1200661.50,AL,31-Aug-24
$5069307.29,$5069307.29,NJ,31-Aug-24
$5613236.82,$5613236.82,OK,31-Aug-24
$2280509.05,$2280509.05,MS,31-Aug-24
$4952122.70,$4952122.70,LA,31-Aug-24
$1251288.96,$1251288.96,UT,31-Aug-24
$2025929.76,$2025929.76,GA,31-Aug-24
$1122162.41,$1122162.41,CT,31-Aug-24
$1144856.40,$1144856.40,CO,31-Aug-24
$1703690.13,$1703690.13,MD,31-Aug-24
$4886792.68,$4886792.68,WA,31-Aug-24
$786506.50,$786506.50,AK,31-Aug-24
$18105879.55,$18105879.55,TX,31-Aug-24
$996157.18,$996157.18,OK,31-Aug-24
$4950206.34,$4950206.34,NC,31-Aug-24
$845999.81,$845999.81,ID,31-Aug-24
$2122668.17,$2122668.17,LA,31-Aug-24
$6166080.95,$6166080.95,KY,31-Aug-24
$3301155.39,$3301155.39,WA,31-Aug-24
$868725.00,$868725.00,TN,31-Aug-24
$9354581.48,$9354581.48,KY,31-Aug-24
$183438.90,$183438.90,AL,31-Aug-24
$1541757.02,$1541757.02,NJ,31-Aug-24
$734306.63,$734306.63,MS,31-Aug-24
$1316490.63,$1316490.63,OR,31-Aug-24
$2361897.21,$2361897.21,GA,31-Aug-24
$4383409.98,$4383409.98,VA,31-Aug-24
$821222.26,$821222.26,WV,31-Aug-24
$914283.00,$914283.00,HI,31-Aug-24
$835484.00,$835484.00,WV,31-Aug-24
$345077.50,$345077.50,LA,31-Aug-24
$2745868.04,$2745868.04,MI,31-Aug-24
$84276.56,$84276.56,MT,31-Aug-24
$4703358.21,$4703358.21,TN,31-Aug-24
$4913473.19,$4913473.19,CA,31-Aug-24
$21294411.10,$21294411.10,LA,31-Aug-24
$502174.04,$502174.04,ND,31-Aug-24
$25807054.16,$25807054.16,NJ,31-Aug-24
$22061679.55,$22061679.55,NY,31-Aug-24
$2389652.27,$2389652.27,NE,31-Aug-24
$2724559.58,$2724559.58,NC,31-Aug-24
$22953585.80,$22953585.80,PA,31-Aug-24
$4257324.76,$4257324.76,CA,31-Aug-24
$34004.41,$34004.41,AZ,31-Aug-24
$909006.00,$909006.00,VT,31-Aug-24
$8847.53,$8847.53,NH,31-Aug-24
$53159.40,$53159.40,MT,31-Aug-24
$12632.70,$12632.70,NH,31-Aug-24
$16319945.73,$16319945.73,NY,31-Aug-24
$4431131.41,$4431131.41,MS,31-Aug-24
$531814.96,$531814.96,DE,31-Aug-24
$25304.39,$25304.39,VA,31-Aug-24
$211500.00,$211500.00,CT,31-Aug-24
$10961527.08,$10961527.08,KY,31-Aug-24
$10800.00,$10800.00,AL,31-Aug-24
$165225.13,$165225.13,AR,31-Aug-24
$1377980.06,$1377980.06,CO,31-Aug-24
$5089727.35,$5089727.35,WA,31-Aug-24
$2836830.86,$2836830.86,MO,31-Aug-24
$62035.38,$62035.38,AK,31-Aug-24
$1007770.07,$1007770.07,HI,31-Aug-24
$190472.24,$190472.24,KS,31-Aug-24
$229434.00,$229434.00,NE,31-Aug-24
$861117.12,$861117.12,IA,31-Aug-24
$49883.00,$49883.00,KY,31-Aug-24
$5403952.25,$5403952.25,VA,31-Aug-24
$255893.40,$255893.40,ME,31-Aug-24
$29469.57,$29469.57,AK,31-Aug-24
$1699190.57,$1699190.57,WA,31-Aug-24
$289687.03,$289687.03,MA,31-Aug-24
$3171141.49,$3171141.49,NM,31-Aug-24
$666447.77,$666447.77,KS,31-Aug-24
$1851831.00,$1851831.00,MT,31-Aug-24
$938960.25,$938960.25,SD,31-Aug-24
$236494.94,$236494.94,OK,31-Aug-24
$1148649.29,$1148649.29,MN,31-Aug-24
$2990927.09,$2990927.09,MN,31-Aug-24
$1611793.01,$1611793.01,ND,31-Aug-24
$317214.25,$317214.25,NE,31-Aug-24
$70915745.87,$70915745.87,KY,31-Aug-24
$55529.55,$55529.55,SD,31-Aug-24
$13205205.50,$13205205.50,MO,31-Aug-24
$938851.94,$938851.94,MN,31-Aug-24
$29401.67,$29401.67,AK,31-Aug-24
$3251341.69,$3251341.69,PR,31-Aug-24
$25453040.36,$25453040.36,FL,31-Aug-24
$369061.48,$369061.48,VA,31-Aug-24
$169782.86,$169782.86,IL,31-Aug-24
$346253.65,$346253.65,SC,31-Aug-24
$1591713.70,$1591713.70,FL,31-Aug-24
$1305644.25,$1305644.25,WA,31-Aug-24
$11290426.10,$11290426.10,CA,31-Aug-24
$108000.00,$108000.00,AL,31-Aug-24
$845606.17,$845606.17,GA,31-Aug-24
$331500.85,$331500.85,ND,31-Aug-24
$53771.95,$53771.95,SD,31-Aug-24
$232500.00,$232500.00,NY,31-Aug-24
$2694191.90,$2694191.90,MS,31-Aug-24
$344226.80,$344226.80,CA,31-Aug-24
$581035.88,$581035.88,KY,31-Aug-24
$235018.84,$235018.84,OK,31-Aug-24
$81191.21,$81191.21,FL,31-Aug-24
$61223.00,$61223.00,KY,31-Aug-24
$597376.50,$597376.50,ND,31-Aug-24
$341795.52,$341795.52,SD,31-Aug-24
$3835946.25,$3835946.25,VT,31-Aug-24
$105850.85,$105850.85,OK,31-Aug-24
$352013.04,$352013.04,CO,31-Aug-24
$419793.50,$419793.50,IA,31-Aug-24
$3210378.19,$3210378.19,FL,31-Aug-24
$398441.85,$398441.85,GA,31-Aug-24
$498372.67,$498372.67,MO,31-Aug-24
$147682.50,$147682.50,KS,31-Aug-24
$72285.90,$72285.90,CA,31-Aug-24
$742500.00,$742500.00,OK,31-Aug-24
$184334800.91,$184334800.91,TX,31-Aug-24
$26742588.68,$26742588.68,USVI,31-Aug-24
$7638024.33,$7638024.33,PR,31-Aug-24
$217732982.59,$217732982.59,FL,31-Aug-24
$489752.82,$489752.82,GA,31-Aug-24
$4069379877.01,$4069379877.01,PR,31-Aug-24
$267869763.94,$267869763.94,USVI,31-Aug-24
$24006.00,$24006.00,FL,31-Aug-24
$668738614.80,$668738614.80,CA,31-Aug-24
$70845.71,$70845.71,NM,31-Aug-24
$61165290.43,$61165290.43,CA,31-Aug-24
$4448.76,$4448.76,AS,31-Aug-24
$1934749.00,$1934749.00,HI,31-Aug-24
$129928.18,$129928.18,TX,31-Aug-24
$34500833.21,$34500833.21,NC,31-Aug-24
$8850479.23,$8850479.23,SC,31-Aug-24
$0.00,$0.00,CNMI,31-Aug-24
$65404754.58,$65404754.58,FL,31-Aug-24
$119971978.83,$119971978.83,GA,31-Aug-24
$60335332.92,$60335332.92,CNMI,31-Aug-24
$40266228.54,$40266228.54,CA,31-Aug-24
$3290.77,$3290.77,AK,31-Aug-24
$3768821.66,$3768821.66,NE,31-Aug-24
$1649397.26,$1649397.26,IA,31-Aug-24
$651078.90,$651078.90,MO,31-Aug-24
$10015.78,$10015.78,MO,31-Aug-24
$138787.08,$138787.08,LA,31-Aug-24
$433311.15,$433311.15,SC,31-Aug-24
$101511.21,$101511.21,NC,31-Aug-24
$253143.44,$253143.44,FL,31-Aug-24
$3647376.73,$3647376.73,PR,31-Aug-24
$230053.61,$230053.61,TN,31-Aug-24
$16811.18,$16811.18,MI,31-Aug-24
$111871.97,$111871.97,IA,31-Aug-24
$17319488.47,$17319488.47,CA,31-Aug-24
$93753893.12,$93753893.12,LA,31-Aug-24
$24324970.19,$24324970.19,OR,31-Aug-24
$207356.48,$207356.48,AL,31-Aug-24
$500560.32,$500560.32,FL,31-Aug-24
$2614800.26,$2614800.26,CA,31-Aug-24
$5148432.90,$5148432.90,LA,31-Aug-24
$405996.33,$405996.33,TX,31-Aug-24
$313094.69,$313094.69,AL,31-Aug-24
$297402.46,$297402.46,LA,31-Aug-24
$4074643.37,$4074643.37,TX,31-Aug-24
$316619.95,$316619.95,TN,31-Aug-24
$2450009.43,$2450009.43,CA,31-Aug-24
$197697835.18,$197697835.18,LA,31-Aug-24
$670207.09,$670207.09,NJ,31-Aug-24
$307545.48,$307545.48,NY,31-Aug-24
$3906548.95,$3906548.95,CA,31-Aug-24
$1206358.02,$1206358.02,MS,31-Aug-24
$19442735.47,$19442735.47,KY,31-Aug-24
$95653.97,$95653.97,CO,31-Aug-24
$25947.03,$25947.03,TN,31-Aug-24
$88870936.57,$88870936.57,NM,31-Aug-24
$14076.27,$14076.27,MT,31-Aug-24
$6512994.33,$6512994.33,KY,31-Aug-24
$256991.05,$256991.05,MO,31-Aug-24
$1582147356.48,$1582147356.48,PR,31-Aug-24
$144381154.92,$144381154.92,FL,31-Aug-24
$92886.01,$92886.01,CA,31-Aug-24
$137303.06,$137303.06,MS,31-Aug-24
$64990.48,$64990.48,CA,31-Aug-24
$47918.63,$47918.63,TN,31-Aug-24
$89981864.13,$89981864.13,GU,31-Aug-24
$5440289.78,$5440289.78,VT,31-Aug-24
$1333960608.96,$1333960608.96,HI,31-Aug-24
$13086403.72,$13086403.72,FL,31-Aug-24
$461527.54,$461527.54,TN,31-Aug-24
$836200.00,$836200.00,IA,31-Aug-24
$8826759.88,$8826759.88,NM,31-Aug-24
$1750000.00,$1750000.00,IA,31-Aug-24
$11084400.00,$11084400.00,TX,31-Aug-24
$80000.00,$80000.00,SD,31-Aug-24
$14573962.86,$14573962.86,GA,31-Aug-24
$10145062.25,$10145062.25,MS,31-Aug-24
$13157394.34,$13157394.34,OR,31-Aug-24
$23857381.28,$23857381.28,GA,31-Aug-24
$9837358.31,$9837358.31,SD,31-Aug-24
$133956447.50,$133956447.50,OK,31-Aug-24
$146022627.74,$146022627.74,CA,31-Aug-24
$3345510.33,$3345510.33,CA,31-Aug-24
$12313446.53,$12313446.53,NV,31-Aug-24
$12565373.38,$12565373.38,KS,31-Aug-24
$61885824.12,$61885824.12,CA,31-Aug-24
$2418459.51,$2418459.51,WY,31-Aug-24
$12138723.06,$12138723.06,NV,31-Aug-24
$820042379.48,$820042379.48,CA,31-Aug-24
$32363910.82,$32363910.82,WA,31-Aug-24
$7123092.50,$7123092.50,ID,31-Aug-24
$3126349.90,$3126349.90,UT,31-Aug-24
$269934.77,$269934.77,CA,31-Aug-24
$9861422.38,$9861422.38,ID,31-Aug-24
$17090046.35,$17090046.35,MS,31-Aug-24
$85598562.92,$85598562.92,OK,31-Aug-24
$1676798.53,$1676798.53,NH,31-Aug-24
$78655470.95,$78655470.95,MO,31-Aug-24
$27397287.57,$27397287.57,AR,31-Aug-24
$62691816.27,$62691816.27,KS,31-Aug-24
$31960035.12,$31960035.12,TN,31-Aug-24
$2727443.30,$2727443.30,NE,31-Aug-24
$28335249.54,$28335249.54,NY,31-Aug-24
$5306863.74,$5306863.74,ND,31-Aug-24
$4539992.99,$4539992.99,OK,31-Aug-24
$15098468.61,$15098468.61,NE,31-Aug-24
$4352968.80,$4352968.80,WY,31-Aug-24
$2962549.72,$2962549.72,OR,31-Aug-24
$7186636.03,$7186636.03,NH,31-Aug-24
$12084387.48,$12084387.48,VT,31-Aug-24
$11322366.88,$11322366.88,WV,31-Aug-24
$2921655113.40,$2921655113.40,TX,31-Aug-24
$3013963.07,$3013963.07,ID,31-Aug-24
$5349464.31,$5349464.31,IA,31-Aug-24
$68200175.91,$68200175.91,USVI,31-Aug-24
$9245978.12,$9245978.12,PR,31-Aug-24
$2461255548.18,$2461255548.18,FL,31-Aug-24
$116195684.11,$116195684.11,GA,31-Aug-24
$33994661495.37,$33994661495.37,PR,31-Aug-24
$11851120701.85,$11851120701.85,USVI,31-Aug-24
$10613.94,$10613.94,FL,31-Aug-24
$4187615.44,$4187615.44,ID,31-Aug-24
$8806556.78,$8806556.78,WI,31-Aug-24
$490638312.43,$490638312.43,CA,31-Aug-24
$7551565.54,$7551565.54,LA,31-Aug-24
$33095424.28,$33095424.28,SC,31-Aug-24
$5880179.74,$5880179.74,KS,31-Aug-24
$25957576.42,$25957576.42,NY,31-Aug-24
$15743741.36,$15743741.36,AL,31-Aug-24
$10674392.68,$10674392.68,MS,31-Aug-24
$10235172.68,$10235172.68,AK,31-Aug-24
$14430450.51,$14430450.51,NM,31-Aug-24
$341977228.92,$341977228.92,CA,31-Aug-24
$8700608.63,$8700608.63,ME,31-Aug-24
$9955198.80,$9955198.80,NH,31-Aug-24
$5126883.84,$5126883.84,VT,31-Aug-24
$10328135.40,$10328135.40,AS,31-Aug-24
$28104054.54,$28104054.54,KY,31-Aug-24
$34945154.27,$34945154.27,WV,31-Aug-24
$63703348.85,$63703348.85,OH,31-Aug-24
$20969545.42,$20969545.42,KY,31-Aug-24
$37994827.70,$37994827.70,AL,31-Aug-24
$11377129.54,$11377129.54,IN,31-Aug-24
$13648166.81,$13648166.81,HI,31-Aug-24
$124893423.80,$124893423.80,HI,31-Aug-24
$4876162.31,$4876162.31,ME,31-Aug-24
$30198383.70,$30198383.70,NJ,31-Aug-24
$3908163.56,$3908163.56,AK,31-Aug-24
$1184095.65,$1184095.65,NH,31-Aug-24
$2666522.48,$2666522.48,NH,31-Aug-24
$31967659.48,$31967659.48,MA,31-Aug-24
$5306654.47,$5306654.47,OK,31-Aug-24
$7891056.60,$7891056.60,MD,31-Aug-24
$7302114.67,$7302114.67,NE,31-Aug-24
$16847176.66,$16847176.66,MD,31-Aug-24
$2132342.08,$2132342.08,WV,31-Aug-24
$39118177.97,$39118177.97,MA,31-Aug-24
$2996541.03,$2996541.03,VT,31-Aug-24
$33319238.01,$33319238.01,MI,31-Aug-24
$334128662.40,$334128662.40,CA,31-Aug-24
$8444788.54,$8444788.54,WI,31-Aug-24
$464404.17,$464404.17,WA,31-Aug-24
$19687406.31,$19687406.31,CT,31-Aug-24
$15302173.31,$15302173.31,IA,31-Aug-24
$2577582.63,$2577582.63,NE,31-Aug-24
$1859316.92,$1859316.92,MT,31-Aug-24
$515561.24,$515561.24,AZ,31-Aug-24
$25494156.56,$25494156.56,MN,31-Aug-24
$2814814.41,$2814814.41,IA,31-Aug-24
$783547109.72,$783547109.72,NC,31-Aug-24
$102662122.63,$102662122.63,SC,31-Aug-24
$18790525.87,$18790525.87,HI,31-Aug-24
$5661152.47,$5661152.47,CNMI,31-Aug-24
$31001226.11,$31001226.11,NY,31-Aug-24
$8536612.24,$8536612.24,GU,31-Aug-24
$2140524769.06,$2140524769.06,FL,31-Aug-24
$141577093.82,$141577093.82,GA,31-Aug-24
$33230394.24,$33230394.24,VA,31-Aug-24
$37759371.62,$37759371.62,WI,31-Aug-24
$4551913.66,$4551913.66,KS,31-Aug-24
$283451178.16,$283451178.16,CNMI,31-Aug-24
$1648424.91,$1648424.91,MT,31-Aug-24
$18267267.40,$18267267.40,AL,31-Aug-24
$1268278739.36,$1268278739.36,CA,31-Aug-24
$76561881.51,$76561881.51,PA,31-Aug-24
$4260174.04,$4260174.04,AZ,31-Aug-24
$3651957.75,$3651957.75,CT,31-Aug-24
$40097602.89,$40097602.89,VA,31-Aug-24
$18890910.27,$18890910.27,NC,31-Aug-24
$176742647.16,$176742647.16,AK,31-Aug-24
$9849973.82,$9849973.82,MN,31-Aug-24
$6453697.90,$6453697.90,MS,31-Aug-24
$50539784.95,$50539784.95,TX,31-Aug-24
$3501859.85,$3501859.85,KS,31-Aug-24
$13944545.06,$13944545.06,WA,31-Aug-24
$3480384.35,$3480384.35,AL,31-Aug-24
$508693939.42,$508693939.42,NE,31-Aug-24
$170104995.32,$170104995.32,IA,31-Aug-24
$540891.07,$540891.07,CA,31-Aug-24
$2087710.97,$2087710.97,CA,31-Aug-24
$59050227.70,$59050227.70,OH,31-Aug-24
$497676.70,$497676.70,CA,31-Aug-24
$9355198.36,$9355198.36,AL,31-Aug-24
$21986062.34,$21986062.34,TN,31-Aug-24
$79331999.90,$79331999.90,KY,31-Aug-24
$27858639.82,$27858639.82,MS,31-Aug-24
$608245.95,$608245.95,IA,31-Aug-24
$41413153.33,$41413153.33,CA,31-Aug-24
$30074557.75,$30074557.75,OR,31-Aug-24
$719323.89,$719323.89,GU,31-Aug-24
$33851552.41,$33851552.41,CA,31-Aug-24
$22339871.59,$22339871.59,MO,31-Aug-24
$555139.68,$555139.68,AZ,31-Aug-24
$971158.24,$971158.24,MT,31-Aug-24
$65715275.18,$65715275.18,OK,31-Aug-24
$23012000.82,$23012000.82,LA,31-Aug-24
$59088752.62,$59088752.62,SD,31-Aug-24
$55370780.26,$55370780.26,AR,31-Aug-24
$80087810.66,$80087810.66,MN,31-Aug-24
$4414475.43,$4414475.43,ID,31-Aug-24
$8208143.56,$8208143.56,ND,31-Aug-24
$8858526.70,$8858526.70,VT,31-Aug-24
$1088251.32,$1088251.32,NE,31-Aug-24
$10839644.55,$10839644.55,OH,31-Aug-24
$902522.43,$902522.43,SD,31-Aug-24
$60201602.35,$60201602.35,KS,31-Aug-24
$4871677.62,$4871677.62,MS,31-Aug-24
$78508044.66,$78508044.66,MO,31-Aug-24
$11053642.66,$11053642.66,OR,31-Aug-24
$3880461.63,$3880461.63,OK,31-Aug-24
$4507174.57,$4507174.57,WV,31-Aug-24
$6543056.06,$6543056.06,OK,31-Aug-24
$3070448.93,$3070448.93,NH,31-Aug-24
$51575513.51,$51575513.51,LA,31-Aug-24
$18383859.30,$18383859.30,WI,31-Aug-24
$5877299.51,$5877299.51,AR,31-Aug-24
$67079503.68,$67079503.68,IL,31-Aug-24
$19923601.30,$19923601.30,LA,31-Aug-24
$6593880.51,$6593880.51,SD,31-Aug-24
$41586077.31,$41586077.31,SC,31-Aug-24
$63892136.57,$63892136.57,NC,31-Aug-24
$8953786.31,$8953786.31,SD,31-Aug-24
$96324274.47,$96324274.47,FL,31-Aug-24
$19551819.57,$19551819.57,SD,31-Aug-24
$13871706.69,$13871706.69,MS,31-Aug-24
$13792018.83,$13792018.83,TN,31-Aug-24
$81268445.38,$81268445.38,NY,31-Aug-24
$945294845.21,$945294845.21,PR,31-Aug-24
$23200152.67,$23200152.67,VT,31-Aug-24
$12794829.20,$12794829.20,ND,31-Aug-24
$83726557.54,$83726557.54,TN,31-Aug-24
$5091870.23,$5091870.23,WI,31-Aug-24
$8735748.85,$8735748.85,MS,31-Aug-24
$7963262.36,$7963262.36,SC,31-Aug-24
$9328794.78,$9328794.78,OR,31-Aug-24
$34358401.99,$34358401.99,MS,31-Aug-24
$9434462.15,$9434462.15,MS,31-Aug-24
$46632716.63,$46632716.63,WA,31-Aug-24
$76578214.88,$76578214.88,KY,31-Aug-24
$54110381.67,$54110381.67,TN,31-Aug-24
$22710552.05,$22710552.05,SC,31-Aug-24
$14029444.08,$14029444.08,NC,31-Aug-24
$3901657.82,$3901657.82,AR,31-Aug-24
$12030236.51,$12030236.51,AL,31-Aug-24
$31280189.14,$31280189.14,MI,31-Aug-24
$24600539.76,$24600539.76,UT,31-Aug-24
$1120706.77,$1120706.77,HI,31-Aug-24
$11136612.73,$11136612.73,TN,31-Aug-24
$8718623.77,$8718623.77,MS,31-Aug-24
$8847245.34,$8847245.34,MO,31-Aug-24
$11115243.43,$11115243.43,ND,31-Aug-24
$9230945.61,$9230945.61,AL,31-Aug-24
$5913270.10,$5913270.10,AL,31-Aug-24
$9734888.54,$9734888.54,AR,31-Aug-24
$196726188.34,$196726188.34,IA,31-Aug-24
$482669423.54,$482669423.54,CA,31-Aug-24
$2871592388.41,$2871592388.41,LA,31-Aug-24
$1219862.52,$1219862.52,IA,31-Aug-24
$562528861.05,$562528861.05,OR,31-Aug-24
$291709351.98,$291709351.98,AL,31-Aug-24
$183711271.32,$183711271.32,FL,31-Aug-24
$2573886.00,$2573886.00,ND,31-Aug-24
$3372762.78,$3372762.78,DE,31-Aug-24
$415349225.11,$415349225.11,NY,31-Aug-24
$29463131.89,$29463131.89,NC,31-Aug-24
$202283069.09,$202283069.09,CA,31-Aug-24
$120356521.04,$120356521.04,LA,31-Aug-24
$68589022.99,$68589022.99,TX,31-Aug-24
$60797926.52,$60797926.52,AL,31-Aug-24
$41309042.29,$41309042.29,NJ,31-Aug-24
$109997066.31,$109997066.31,OK,31-Aug-24
$118049691.31,$118049691.31,MS,31-Aug-24
$59146505.61,$59146505.61,LA,31-Aug-24
$10031186.26,$10031186.26,UT,31-Aug-24
$15312883.87,$15312883.87,GA,31-Aug-24
$40753020.65,$40753020.65,CT,31-Aug-24
$42362354.27,$42362354.27,CO,31-Aug-24
$13988797.94,$13988797.94,MD,31-Aug-24
$44588067.60,$44588067.60,WA,31-Aug-24
$35157272.91,$35157272.91,AK,31-Aug-24
$108118770.97,$108118770.97,TX,31-Aug-24
$3759440.74,$3759440.74,OK,31-Aug-24
$36709390.66,$36709390.66,NC,31-Aug-24
